date_id,price,in_stock,on_sale,sku,product_name,list_price,brand_name,category,subcategory
2026-05-31,7.79,1,0,GLF-1030,TaylorMade Tee Tour,7.62,TaylorMade,Accessories,Tees
2026-05-31,284.72,1,0,GLF-1031,Bridgestone Rangefinder Pro,297.25,Bridgestone,Accessories,Rangefinders
2026-05-31,237.69,1,0,GLF-1032,Cobra Putter Tour,244.65,Cobra,Clubs,Putters
2026-05-31,431.01,1,0,GLF-1033,Callaway Rangefinder Pro,419.57,Callaway,Accessories,Rangefinders
2026-05-31,9.54,1,0,GLF-1034,TaylorMade Tee X,9.62,TaylorMade,Accessories,Tees
2026-05-31,32.06,1,0,GLF-1035,Wilson Distance Ball ST,33.72,Wilson,Balls,Distance Balls
2026-05-31,19.13,1,0,GLF-1036,Ping Value Ball ST,19.99,Ping,Balls,Value Balls
2026-05-31,203.72,1,1,GLF-1037,Wilson Stand Bag Tour,234.18,Wilson,Bags,Stand Bags
2026-05-31,39.16,1,0,GLF-1038,Mizuno Tour Ball X,40.32,Mizuno,Balls,Tour Balls
2026-05-31,15.06,1,0,GLF-1039,Ping Value Ball Elite,15.05,Ping,Balls,Value Balls
2026-05-31,1290.67,1,0,GLF-1040,Callaway Iron Max,1333.79,Callaway,Clubs,Irons
2026-05-31,233.6,1,1,GLF-1041,Ping Fairway Wood ST,291.77,Ping,Clubs,Fairway Woods
2026-05-31,14.26,0,1,GLF-1042,TaylorMade Value Ball X,20.06,TaylorMade,Balls,Value Balls
2026-05-31,60.2,1,0,GLF-1043,Ping Umbrella ST,61.38,Ping,Accessories,Umbrellas
2026-05-31,48.66,1,0,GLF-1044,Callaway Tour Ball Max,49.88,Callaway,Balls,Tour Balls
2026-05-31,29.18,1,0,GLF-1045,Cleveland Glove Pro,28.37,Cleveland,Apparel,Gloves
2026-05-31,552.32,1,0,GLF-1046,Srixon Driver Pro,568.46,Srixon,Clubs,Drivers
2026-05-31,46.18,1,0,GLF-1047,Ping Tour Ball Tour,48.04,Ping,Balls,Tour Balls
2026-05-31,104.91,1,1,GLF-1048,Cobra Outerwear Pro,140.89,Cobra,Apparel,Outerwear
2026-05-31,77.35,1,0,GLF-1049,Titleist Polo X,81.09,Titleist,Apparel,Polos
2026-05-31,402.41,1,0,GLF-1050,Ping Driver ST,399.89,Ping,Clubs,Drivers
2026-05-31,183.71,1,0,GLF-1051,Srixon Outerwear Tour,189.27,Srixon,Apparel,Outerwear
2026-05-31,64.56,0,0,GLF-1052,Srixon Polo ST,65.61,Srixon,Apparel,Polos
2026-05-31,264.67,1,0,GLF-1053,Wilson Stand Bag ST,259.42,Wilson,Bags,Stand Bags
2026-05-31,42.39,1,0,GLF-1054,Cobra Tour Ball Pro,43.27,Cobra,Balls,Tour Balls
2026-05-31,167.9,1,1,GLF-1055,Mizuno Rangefinder X,217.15,Mizuno,Accessories,Rangefinders
2026-05-31,185.77,1,0,GLF-1056,Titleist Outerwear Pro,195.69,Titleist,Apparel,Outerwear
2026-05-31,42.37,1,0,GLF-1057,Bridgestone Tour Ball Tour,41.02,Bridgestone,Balls,Tour Balls
2026-05-31,65.02,1,0,GLF-1058,Bridgestone Polo X,64.85,Bridgestone,Apparel,Polos
2026-05-31,242.2,1,1,GLF-1059,Callaway Fairway Wood X,312.88,Callaway,Clubs,Fairway Woods
2026-05-31,13.39,1,1,GLF-1060,Cobra Towel Elite,18.06,Cobra,Accessories,Towels
2026-05-31,245.77,1,0,GLF-1061,Cobra Cart Bag Elite,259.37,Cobra,Bags,Cart Bags
2026-05-31,242.08,1,1,GLF-1062,Mizuno Stand Bag Pro,291.48,Mizuno,Bags,Stand Bags
2026-05-31,190.33,1,0,GLF-1063,Bridgestone Wedge Pro,199.88,Bridgestone,Clubs,Wedges
2026-05-31,315.34,1,0,GLF-1064,Ping Fairway Wood Tour,325.88,Ping,Clubs,Fairway Woods
2026-05-31,225.3,1,1,GLF-1065,Ping Cart Bag Tour,255.43,Ping,Bags,Cart Bags
2026-05-31,39.7,1,0,GLF-1066,Bridgestone Headwear Elite,39.76,Bridgestone,Apparel,Headwear
2026-05-31,273.95,1,0,GLF-1067,Wilson Rangefinder Elite,289.81,Wilson,Accessories,Rangefinders
2026-05-31,777.26,1,0,GLF-1068,Cobra Iron Pro,780.8,Cobra,Clubs,Irons
2026-05-31,7.23,1,0,GLF-1069,Cobra Tee Tour,6.97,Cobra,Accessories,Tees
2026-05-31,270.33,1,0,GLF-1070,Cobra Cart Bag Max,275.81,Cobra,Bags,Cart Bags
2026-05-31,604.01,1,0,GLF-1071,Srixon Driver Pro,598.8,Srixon,Clubs,Drivers
2026-05-31,334.42,1,0,GLF-1072,TaylorMade Putter Max,352.02,TaylorMade,Clubs,Putters
2026-05-31,17.74,1,0,GLF-1073,Cleveland Value Ball ST,18.86,Cleveland,Balls,Value Balls
2026-05-31,230.52,0,0,GLF-1074,Callaway Rangefinder Elite,222.57,Callaway,Accessories,Rangefinders
2026-05-31,20.18,1,0,GLF-1075,Titleist Value Ball X,20.84,Titleist,Balls,Value Balls
2026-05-31,5.79,1,0,GLF-1076,Srixon Tee Max,5.89,Srixon,Accessories,Tees
2026-05-31,239.17,1,0,GLF-1077,Mizuno Cart Bag Tour,231.51,Mizuno,Bags,Cart Bags
2026-05-31,322.68,1,1,GLF-1078,Wilson Putter ST,418.72,Wilson,Clubs,Putters
2026-05-31,10.51,1,0,GLF-1079,Ping Tee Tour,11.05,Ping,Accessories,Tees
2026-05-31,82.11,1,0,GLF-1080,TaylorMade Polo Max,84.46,TaylorMade,Apparel,Polos
2026-05-31,107.51,1,0,GLF-1081,Cobra Outerwear Elite,107.51,Cobra,Apparel,Outerwear
2026-05-31,184.01,1,0,GLF-1082,Titleist Wedge Tour,188.69,Titleist,Clubs,Wedges
2026-05-31,27.78,1,0,GLF-1083,Mizuno Distance Ball Tour,28.05,Mizuno,Balls,Distance Balls
2026-05-31,46.41,1,0,GLF-1084,Ping Tour Ball Max,45.98,Ping,Balls,Tour Balls
2026-05-31,337.62,1,0,GLF-1085,Mizuno Putter ST,353.2,Mizuno,Clubs,Putters
2026-05-31,16.22,1,0,GLF-1086,Titleist Towel Max,16.73,Titleist,Accessories,Towels
2026-05-31,15.55,1,0,GLF-1087,Cobra Value Ball X,15.27,Cobra,Balls,Value Balls
2026-05-31,30.45,1,0,GLF-1088,Mizuno Headwear X,31.55,Mizuno,Apparel,Headwear
2026-05-31,134.88,1,0,GLF-1089,Bridgestone Wedge Pro,135.21,Bridgestone,Clubs,Wedges
2026-05-31,81.83,1,1,GLF-1090,Wilson Polo X,92.02,Wilson,Apparel,Polos
2026-05-31,25.4,1,0,GLF-1091,Srixon Distance Ball Elite,25.7,Srixon,Balls,Distance Balls
2026-05-31,206.64,1,0,GLF-1092,Mizuno Travel Bag Pro,206.24,Mizuno,Bags,Travel Bags
2026-05-31,214.49,1,0,GLF-1093,Cobra Travel Bag Max,206.7,Cobra,Bags,Travel Bags
2026-05-31,26.57,1,0,GLF-1094,Wilson Headwear ST,26.91,Wilson,Apparel,Headwear
2026-05-31,158.59,1,0,GLF-1095,Bridgestone Outerwear ST,152.6,Bridgestone,Apparel,Outerwear
2026-05-31,277.82,1,0,GLF-1096,Cobra Rangefinder ST,286.07,Cobra,Accessories,Rangefinders
2026-05-31,21.1,1,0,GLF-1097,Cleveland Towel Elite,21.63,Cleveland,Accessories,Towels
2026-05-31,19.98,1,0,GLF-1098,Cleveland Value Ball Elite,20.56,Cleveland,Balls,Value Balls
2026-05-31,17.32,1,0,GLF-1099,Callaway Value Ball Elite,16.99,Callaway,Balls,Value Balls
2026-05-31,27.18,1,0,GLF-1100,Callaway Towel Tour,27.28,Callaway,Accessories,Towels
2026-05-31,229.13,1,0,GLF-1101,Ping Cart Bag Pro,222.1,Ping,Bags,Cart Bags
2026-05-31,33.43,1,0,GLF-1102,Bridgestone Distance Ball Pro,33.5,Bridgestone,Balls,Distance Balls
2026-05-31,20.57,1,0,GLF-1103,Bridgestone Glove Elite,20.33,Bridgestone,Apparel,Gloves
2026-05-31,19.68,0,0,GLF-1104,Srixon Glove Elite,20.93,Srixon,Apparel,Gloves
2026-05-31,395.34,1,0,GLF-1105,Srixon Driver Elite,415.65,Srixon,Clubs,Drivers
2026-05-31,49.93,1,0,GLF-1106,Titleist Umbrella Pro,52.3,Titleist,Accessories,Umbrellas
2026-05-31,133.85,1,1,GLF-1107,Cleveland Outerwear X,163.43,Cleveland,Apparel,Outerwear
2026-05-31,23.57,1,0,GLF-1108,Cleveland Towel Elite,24.19,Cleveland,Accessories,Towels
2026-05-31,47.38,1,0,GLF-1109,Wilson Umbrella Tour,47.84,Wilson,Accessories,Umbrellas
2026-05-31,27.65,1,0,GLF-1110,Cobra Glove Elite,27.02,Cobra,Apparel,Gloves
2026-05-31,195.22,1,0,GLF-1111,Cleveland Travel Bag Max,201.48,Cleveland,Bags,Travel Bags
2026-05-31,65.53,1,0,GLF-1112,Cobra Polo Max,64.38,Cobra,Apparel,Polos
2026-05-31,106.86,1,1,GLF-1113,Callaway Travel Bag Tour,137.99,Callaway,Bags,Travel Bags
2026-05-31,100.44,1,0,GLF-1114,Ping Outerwear ST,97.07,Ping,Apparel,Outerwear
2026-05-31,173.71,1,0,GLF-1115,Cleveland Travel Bag Tour,174.05,Cleveland,Bags,Travel Bags
2026-05-31,28.8,1,0,GLF-1116,Bridgestone Glove Pro,29.35,Bridgestone,Apparel,Gloves
2026-05-31,29.46,1,0,GLF-1117,Cleveland Umbrella Max,30.24,Cleveland,Accessories,Umbrellas
2026-05-31,237.33,1,0,GLF-1118,Srixon Stand Bag Elite,244.59,Srixon,Bags,Stand Bags
2026-05-31,6.71,1,0,GLF-1119,Cleveland Tee ST,6.54,Cleveland,Accessories,Tees
2026-05-31,65.84,1,0,GLF-1120,Srixon Polo Elite,68.45,Srixon,Apparel,Polos
2026-06-01,407.74,0,0,GLF-1001,Cobra Driver Tour,423.47,Cobra,Clubs,Drivers
2026-06-01,202.63,1,0,GLF-1002,Wilson Hybrid ST,210.43,Wilson,Clubs,Hybrids
2026-06-01,430.4,1,0,GLF-1003,Callaway Driver X,415.59,Callaway,Clubs,Drivers
2026-06-01,252.56,1,0,GLF-1004,Wilson Rangefinder Elite,259.65,Wilson,Accessories,Rangefinders
2026-06-01,45.12,1,0,GLF-1005,Ping Umbrella Max,47.97,Ping,Accessories,Umbrellas
2026-06-01,900.43,0,0,GLF-1006,Srixon Iron Tour,938.18,Srixon,Clubs,Irons
2026-06-01,25.44,1,0,GLF-1007,Callaway Distance Ball Pro,25.93,Callaway,Balls,Distance Balls
2026-06-01,205.9,1,0,GLF-1008,Bridgestone Stand Bag Pro,211.74,Bridgestone,Bags,Stand Bags
2026-06-01,59.07,0,0,GLF-1009,Srixon Polo Max,58.15,Srixon,Apparel,Polos
2026-06-01,18.15,1,0,GLF-1010,Bridgestone Towel Pro,17.88,Bridgestone,Accessories,Towels
2026-06-01,276.95,1,0,GLF-1011,Ping Hybrid Pro,292.77,Ping,Clubs,Hybrids
2026-06-01,44.37,1,0,GLF-1012,Srixon Tour Ball Elite,44.17,Srixon,Balls,Tour Balls
2026-06-01,251.13,1,0,GLF-1013,Mizuno Cart Bag Elite,253.29,Mizuno,Bags,Cart Bags
2026-06-01,203.11,1,0,GLF-1014,Callaway Travel Bag Tour,199.19,Callaway,Bags,Travel Bags
2026-06-01,5.71,1,1,GLF-1015,TaylorMade Tee Max,8.24,TaylorMade,Accessories,Tees
2026-06-01,10.77,1,0,GLF-1016,Mizuno Tee Pro,10.9,Mizuno,Accessories,Tees
2026-06-01,46.79,1,0,GLF-1017,Mizuno Tour Ball Pro,46.02,Mizuno,Balls,Tour Balls
2026-06-01,15.66,1,0,GLF-1018,Mizuno Value Ball ST,16.49,Mizuno,Balls,Value Balls
2026-06-01,21.56,1,0,GLF-1019,TaylorMade Glove Tour,21.18,TaylorMade,Apparel,Gloves
2026-06-01,21.73,1,0,GLF-1020,Bridgestone Towel X,21.43,Bridgestone,Accessories,Towels
2026-06-01,38.31,1,0,GLF-1021,Ping Headwear Tour,39.96,Ping,Apparel,Headwear
2026-06-01,61.15,1,0,GLF-1022,Callaway Umbrella Pro,60.23,Callaway,Accessories,Umbrellas
2026-06-01,19.47,0,0,GLF-1023,TaylorMade Value Ball ST,20.54,TaylorMade,Balls,Value Balls
2026-06-01,322.17,1,0,GLF-1024,Srixon Rangefinder ST,314.49,Srixon,Accessories,Rangefinders
2026-06-01,28.96,1,0,GLF-1025,Wilson Towel Pro,27.91,Wilson,Accessories,Towels
2026-06-01,283.96,1,0,GLF-1026,Wilson Hybrid Elite,290.11,Wilson,Clubs,Hybrids
2026-06-01,252.59,1,0,GLF-1027,Cobra Cart Bag ST,265.21,Cobra,Bags,Cart Bags
2026-06-01,305.49,1,0,GLF-1028,Cobra Hybrid Tour,316.63,Cobra,Clubs,Hybrids
2026-06-01,461.2,0,0,GLF-1029,Cobra Rangefinder X,452.5,Cobra,Accessories,Rangefinders
2026-06-01,6.28,1,1,GLF-1030,TaylorMade Tee Tour,7.62,TaylorMade,Accessories,Tees
2026-06-01,280.26,1,0,GLF-1031,Bridgestone Rangefinder Pro,297.25,Bridgestone,Accessories,Rangefinders
2026-06-01,230.04,1,0,GLF-1032,Cobra Putter Tour,244.65,Cobra,Clubs,Putters
2026-06-01,314.41,1,1,GLF-1033,Callaway Rangefinder Pro,419.57,Callaway,Accessories,Rangefinders
2026-06-01,9.71,1,0,GLF-1034,TaylorMade Tee X,9.62,TaylorMade,Accessories,Tees
2026-06-01,33.45,1,0,GLF-1035,Wilson Distance Ball ST,33.72,Wilson,Balls,Distance Balls
2026-06-01,19.93,1,0,GLF-1036,Ping Value Ball ST,19.99,Ping,Balls,Value Balls
2026-06-01,231.01,1,0,GLF-1037,Wilson Stand Bag Tour,234.18,Wilson,Bags,Stand Bags
2026-06-01,38.76,1,0,GLF-1038,Mizuno Tour Ball X,40.32,Mizuno,Balls,Tour Balls
2026-06-01,15.49,1,0,GLF-1039,Ping Value Ball Elite,15.05,Ping,Balls,Value Balls
2026-06-01,1284.02,1,0,GLF-1040,Callaway Iron Max,1333.79,Callaway,Clubs,Irons
2026-06-01,211.54,0,1,GLF-1041,Ping Fairway Wood ST,291.77,Ping,Clubs,Fairway Woods
2026-06-01,19.32,1,0,GLF-1042,TaylorMade Value Ball X,20.06,TaylorMade,Balls,Value Balls
2026-06-01,61.01,1,0,GLF-1043,Ping Umbrella ST,61.38,Ping,Accessories,Umbrellas
2026-06-01,41.0,1,1,GLF-1044,Callaway Tour Ball Max,49.88,Callaway,Balls,Tour Balls
2026-06-01,21.4,1,1,GLF-1045,Cleveland Glove Pro,28.37,Cleveland,Apparel,Gloves
2026-06-01,536.8,1,0,GLF-1046,Srixon Driver Pro,568.46,Srixon,Clubs,Drivers
2026-06-01,45.24,1,0,GLF-1047,Ping Tour Ball Tour,48.04,Ping,Balls,Tour Balls
2026-06-01,136.13,1,0,GLF-1048,Cobra Outerwear Pro,140.89,Cobra,Apparel,Outerwear
2026-06-01,77.94,1,0,GLF-1049,Titleist Polo X,81.09,Titleist,Apparel,Polos
2026-06-01,409.77,1,0,GLF-1050,Ping Driver ST,399.89,Ping,Clubs,Drivers
2026-06-01,192.98,1,0,GLF-1051,Srixon Outerwear Tour,189.27,Srixon,Apparel,Outerwear
2026-06-01,64.64,1,0,GLF-1052,Srixon Polo ST,65.61,Srixon,Apparel,Polos
2026-06-01,265.58,1,0,GLF-1053,Wilson Stand Bag ST,259.42,Wilson,Bags,Stand Bags
2026-06-01,43.41,1,0,GLF-1054,Cobra Tour Ball Pro,43.27,Cobra,Balls,Tour Balls
2026-06-01,172.74,0,1,GLF-1055,Mizuno Rangefinder X,217.15,Mizuno,Accessories,Rangefinders
2026-06-01,202.75,1,0,GLF-1056,Titleist Outerwear Pro,195.69,Titleist,Apparel,Outerwear
2026-06-01,40.01,1,0,GLF-1057,Bridgestone Tour Ball Tour,41.02,Bridgestone,Balls,Tour Balls
2026-06-01,66.1,1,0,GLF-1058,Bridgestone Polo X,64.85,Bridgestone,Apparel,Polos
2026-06-01,295.22,1,0,GLF-1059,Callaway Fairway Wood X,312.88,Callaway,Clubs,Fairway Woods
2026-06-01,17.9,1,0,GLF-1060,Cobra Towel Elite,18.06,Cobra,Accessories,Towels
2026-06-01,249.21,1,0,GLF-1061,Cobra Cart Bag Elite,259.37,Cobra,Bags,Cart Bags
2026-06-01,297.71,1,0,GLF-1062,Mizuno Stand Bag Pro,291.48,Mizuno,Bags,Stand Bags
2026-06-01,204.94,1,0,GLF-1063,Bridgestone Wedge Pro,199.88,Bridgestone,Clubs,Wedges
2026-06-01,312.78,1,0,GLF-1064,Ping Fairway Wood Tour,325.88,Ping,Clubs,Fairway Woods
2026-06-01,258.28,1,0,GLF-1065,Ping Cart Bag Tour,255.43,Ping,Bags,Cart Bags
2026-06-01,29.57,1,1,GLF-1066,Bridgestone Headwear Elite,39.76,Bridgestone,Apparel,Headwear
2026-06-01,290.0,1,0,GLF-1067,Wilson Rangefinder Elite,289.81,Wilson,Accessories,Rangefinders
2026-06-01,734.86,1,0,GLF-1068,Cobra Iron Pro,780.8,Cobra,Clubs,Irons
2026-06-01,7.0,1,0,GLF-1069,Cobra Tee Tour,6.97,Cobra,Accessories,Tees
2026-06-01,277.42,1,0,GLF-1070,Cobra Cart Bag Max,275.81,Cobra,Bags,Cart Bags
2026-06-01,594.05,1,0,GLF-1071,Srixon Driver Pro,598.8,Srixon,Clubs,Drivers
2026-06-01,346.27,1,0,GLF-1072,TaylorMade Putter Max,352.02,TaylorMade,Clubs,Putters
2026-06-01,18.66,1,0,GLF-1073,Cleveland Value Ball ST,18.86,Cleveland,Balls,Value Balls
2026-06-01,215.78,1,0,GLF-1074,Callaway Rangefinder Elite,222.57,Callaway,Accessories,Rangefinders
2026-06-01,20.7,1,0,GLF-1075,Titleist Value Ball X,20.84,Titleist,Balls,Value Balls
2026-06-01,5.6,1,0,GLF-1076,Srixon Tee Max,5.89,Srixon,Accessories,Tees
2026-06-01,222.71,1,0,GLF-1077,Mizuno Cart Bag Tour,231.51,Mizuno,Bags,Cart Bags
2026-06-01,432.5,1,0,GLF-1078,Wilson Putter ST,418.72,Wilson,Clubs,Putters
2026-06-01,11.31,1,0,GLF-1079,Ping Tee Tour,11.05,Ping,Accessories,Tees
2026-06-01,80.68,1,0,GLF-1080,TaylorMade Polo Max,84.46,TaylorMade,Apparel,Polos
2026-06-01,101.43,1,0,GLF-1081,Cobra Outerwear Elite,107.51,Cobra,Apparel,Outerwear
2026-06-01,183.11,1,0,GLF-1082,Titleist Wedge Tour,188.69,Titleist,Clubs,Wedges
2026-06-01,22.09,1,1,GLF-1083,Mizuno Distance Ball Tour,28.05,Mizuno,Balls,Distance Balls
2026-06-01,35.24,1,1,GLF-1084,Ping Tour Ball Max,45.98,Ping,Balls,Tour Balls
2026-06-01,345.58,1,0,GLF-1085,Mizuno Putter ST,353.2,Mizuno,Clubs,Putters
2026-06-01,16.04,1,0,GLF-1086,Titleist Towel Max,16.73,Titleist,Accessories,Towels
2026-06-01,15.6,1,0,GLF-1087,Cobra Value Ball X,15.27,Cobra,Balls,Value Balls
2026-06-01,31.15,0,0,GLF-1088,Mizuno Headwear X,31.55,Mizuno,Apparel,Headwear
2026-06-01,131.62,1,0,GLF-1089,Bridgestone Wedge Pro,135.21,Bridgestone,Clubs,Wedges
2026-06-01,94.63,1,0,GLF-1090,Wilson Polo X,92.02,Wilson,Apparel,Polos
2026-06-01,25.47,1,0,GLF-1091,Srixon Distance Ball Elite,25.7,Srixon,Balls,Distance Balls
2026-06-01,208.35,1,0,GLF-1092,Mizuno Travel Bag Pro,206.24,Mizuno,Bags,Travel Bags
2026-06-01,150.4,1,1,GLF-1093,Cobra Travel Bag Max,206.7,Cobra,Bags,Travel Bags
2026-06-01,19.75,1,1,GLF-1094,Wilson Headwear ST,26.91,Wilson,Apparel,Headwear
2026-06-01,148.3,0,0,GLF-1095,Bridgestone Outerwear ST,152.6,Bridgestone,Apparel,Outerwear
2026-06-01,270.73,1,0,GLF-1096,Cobra Rangefinder ST,286.07,Cobra,Accessories,Rangefinders
2026-06-01,20.9,1,0,GLF-1097,Cleveland Towel Elite,21.63,Cleveland,Accessories,Towels
2026-06-01,19.6,1,0,GLF-1098,Cleveland Value Ball Elite,20.56,Cleveland,Balls,Value Balls
2026-06-01,16.58,1,0,GLF-1099,Callaway Value Ball Elite,16.99,Callaway,Balls,Value Balls
2026-06-01,25.92,1,0,GLF-1100,Callaway Towel Tour,27.28,Callaway,Accessories,Towels
2026-06-01,212.69,1,0,GLF-1101,Ping Cart Bag Pro,222.1,Ping,Bags,Cart Bags
2026-06-01,34.45,1,0,GLF-1102,Bridgestone Distance Ball Pro,33.5,Bridgestone,Balls,Distance Balls
2026-06-01,19.49,1,0,GLF-1103,Bridgestone Glove Elite,20.33,Bridgestone,Apparel,Gloves
2026-06-01,20.37,1,0,GLF-1104,Srixon Glove Elite,20.93,Srixon,Apparel,Gloves
2026-06-01,420.8,1,0,GLF-1105,Srixon Driver Elite,415.65,Srixon,Clubs,Drivers
2026-06-01,49.74,1,0,GLF-1106,Titleist Umbrella Pro,52.3,Titleist,Accessories,Umbrellas
2026-06-01,165.27,1,0,GLF-1107,Cleveland Outerwear X,163.43,Cleveland,Apparel,Outerwear
2026-06-01,19.72,1,1,GLF-1108,Cleveland Towel Elite,24.19,Cleveland,Accessories,Towels
2026-06-01,47.85,1,0,GLF-1109,Wilson Umbrella Tour,47.84,Wilson,Accessories,Umbrellas
2026-06-01,20.21,1,1,GLF-1110,Cobra Glove Elite,27.02,Cobra,Apparel,Gloves
2026-06-01,202.94,1,0,GLF-1111,Cleveland Travel Bag Max,201.48,Cleveland,Bags,Travel Bags
2026-06-01,64.0,1,0,GLF-1112,Cobra Polo Max,64.38,Cobra,Apparel,Polos
2026-06-01,133.65,1,0,GLF-1113,Callaway Travel Bag Tour,137.99,Callaway,Bags,Travel Bags
2026-06-01,95.3,1,0,GLF-1114,Ping Outerwear ST,97.07,Ping,Apparel,Outerwear
2026-06-01,180.88,1,0,GLF-1115,Cleveland Travel Bag Tour,174.05,Cleveland,Bags,Travel Bags
2026-06-01,27.92,1,0,GLF-1116,Bridgestone Glove Pro,29.35,Bridgestone,Apparel,Gloves
2026-06-01,30.0,1,0,GLF-1117,Cleveland Umbrella Max,30.24,Cleveland,Accessories,Umbrellas
2026-06-01,230.48,1,0,GLF-1118,Srixon Stand Bag Elite,244.59,Srixon,Bags,Stand Bags
2026-06-01,6.5,1,0,GLF-1119,Cleveland Tee ST,6.54,Cleveland,Accessories,Tees
2026-06-01,69.33,1,0,GLF-1120,Srixon Polo Elite,68.45,Srixon,Apparel,Polos
2026-06-02,411.89,1,0,GLF-1001,Cobra Driver Tour,423.47,Cobra,Clubs,Drivers
2026-06-02,216.11,1,0,GLF-1002,Wilson Hybrid ST,210.43,Wilson,Clubs,Hybrids
2026-06-02,413.26,1,0,GLF-1003,Callaway Driver X,415.59,Callaway,Clubs,Drivers
2026-06-02,262.2,1,0,GLF-1004,Wilson Rangefinder Elite,259.65,Wilson,Accessories,Rangefinders
2026-06-02,39.86,1,1,GLF-1005,Ping Umbrella Max,47.97,Ping,Accessories,Umbrellas
2026-06-02,945.18,1,0,GLF-1006,Srixon Iron Tour,938.18,Srixon,Clubs,Irons
2026-06-02,26.34,1,0,GLF-1007,Callaway Distance Ball Pro,25.93,Callaway,Balls,Distance Balls
2026-06-02,202.64,1,0,GLF-1008,Bridgestone Stand Bag Pro,211.74,Bridgestone,Bags,Stand Bags
2026-06-02,54.96,1,0,GLF-1009,Srixon Polo Max,58.15,Srixon,Apparel,Polos
2026-06-02,15.15,1,1,GLF-1010,Bridgestone Towel Pro,17.88,Bridgestone,Accessories,Towels
2026-06-02,302.06,1,0,GLF-1011,Ping Hybrid Pro,292.77,Ping,Clubs,Hybrids
2026-06-02,43.24,1,0,GLF-1012,Srixon Tour Ball Elite,44.17,Srixon,Balls,Tour Balls
2026-06-02,248.75,1,0,GLF-1013,Mizuno Cart Bag Elite,253.29,Mizuno,Bags,Cart Bags
2026-06-02,194.13,1,0,GLF-1014,Callaway Travel Bag Tour,199.19,Callaway,Bags,Travel Bags
2026-06-02,7.9,1,0,GLF-1015,TaylorMade Tee Max,8.24,TaylorMade,Accessories,Tees
2026-06-02,10.62,1,0,GLF-1016,Mizuno Tee Pro,10.9,Mizuno,Accessories,Tees
